Num.Layers;PTWD;FTWD;INSWORD;Evaluation.Set;Accuracy
3;0.00001;0.0001;-2.0;Train.Set;78.56
3;0.00001;0.0001;-2.0;Test.Set;70.40
3;0.00001;0.0001;0.0;Train.Set;78.29
3;0.00001;0.0001;0.0;Test.Set;69.41
3;0.00001;0.00001;-8.0;Train.Set;77.31
3;0.00001;0.00001;-8.0;Test.Set;70.02
3;0.00001;0.00001;-4.0;Train.Set;78.88
3;0.00001;0.00001;-4.0;Test.Set;70.83
3;0.00001;0.00001;-2.0;Train.Set;79.10
3;0.00001;0.00001;-2.0;Test.Set;70.60
3;0.00001;0.00001;0.0;Train.Set;78.62
3;0.00001;0.00001;0.0;Test.Set;69.64
3;0.00001;0.000001;-8.0;Train.Set;76.44
3;0.00001;0.000001;-8.0;Test.Set;69.85
3;0.00001;0.000001;-4.0;Train.Set;77.92
3;0.00001;0.000001;-4.0;Test.Set;70.58
3;0.00001;0.000001;-2.0;Train.Set;78.10
3;0.00001;0.000001;-2.0;Test.Set;70.29
3;0.00001;0.000001;0.0;Train.Set;77.68
3;0.00001;0.000001;0.0;Test.Set;69.32
3;0.000001;0.1;-8.0;Train.Set;68.27
3;0.000001;0.1;-8.0;Test.Set;65.87
3;0.000001;0.1;-4.0;Train.Set;70.14
3;0.000001;0.1;-4.0;Test.Set;67.39
3;0.000001;0.1;-2.0;Train.Set;70.39
3;0.000001;0.1;-2.0;Test.Set;67.59
3;0.000001;0.1;0.0;Train.Set;69.75
3;0.000001;0.1;0.0;Test.Set;66.72
3;0.000001;0.01;-8.0;Train.Set;75.22
3;0.000001;0.01;-8.0;Test.Set;69.45
3;0.000001;0.01;-4.0;Train.Set;76.74
3;0.000001;0.01;-4.0;Test.Set;70.30
3;0.000001;0.01;-2.0;Train.Set;76.99
3;0.000001;0.01;-2.0;Test.Set;70.18
3;0.000001;0.01;0.0;Train.Set;76.53
3;0.000001;0.01;0.0;Test.Set;69.40
3;0.000001;0.001;-8.0;Train.Set;76.18
3;0.000001;0.001;-8.0;Test.Set;69.61
3;0.000001;0.001;-4.0;Train.Set;77.81
3;0.000001;0.001;-4.0;Test.Set;70.33
3;0.000001;0.001;-2.0;Train.Set;77.95
3;0.000001;0.001;-2.0;Test.Set;70.10
3;0.000001;0.001;0.0;Train.Set;77.47
3;0.000001;0.001;0.0;Test.Set;69.11
3;0.000001;0.0001;-8.0;Train.Set;75.91
3;0.000001;0.0001;-8.0;Test.Set;69.79
3;0.000001;0.0001;-4.0;Train.Set;77.30
3;0.000001;0.0001;-4.0;Test.Set;70.56
3;0.000001;0.0001;-2.0;Train.Set;77.54
3;0.000001;0.0001;-2.0;Test.Set;70.41
3;0.000001;0.0001;0.0;Train.Set;77.35
3;0.000001;0.0001;0.0;Test.Set;69.51
3;0.000001;0.00001;-8.0;Train.Set;75.37
3;0.000001;0.00001;-8.0;Test.Set;69.36
3;0.000001;0.00001;-4.0;Train.Set;76.59
3;0.000001;0.00001;-4.0;Test.Set;70.10
3;0.000001;0.00001;-2.0;Train.Set;76.75
3;0.000001;0.00001;-2.0;Test.Set;69.72
3;0.000001;0.00001;0.0;Train.Set;76.21
3;0.000001;0.00001;0.0;Test.Set;68.68
3;0.000001;0.000001;-8.0;Train.Set;77.61
3;0.000001;0.000001;-8.0;Test.Set;70.23
3;0.000001;0.000001;-4.0;Train.Set;78.97
3;0.000001;0.000001;-4.0;Test.Set;71.04
3;0.000001;0.000001;-2.0;Train.Set;79.31
3;0.000001;0.000001;-2.0;Test.Set;70.83
3;0.000001;0.000001;0.0;Train.Set;79.09
3;0.000001;0.000001;0.0;Test.Set;69.95
4;0.1;0.1;-8.0;Train.Set;69.11
4;0.1;0.1;-8.0;Test.Set;66.26
4;0.1;0.1;-4.0;Train.Set;70.72
4;0.1;0.1;-4.0;Test.Set;67.73
4;0.1;0.1;-2.0;Train.Set;71.04
4;0.1;0.1;-2.0;Test.Set;67.91
4;0.1;0.1;0.0;Train.Set;70.36
4;0.1;0.1;0.0;Test.Set;67.09
4;0.1;0.01;-8.0;Train.Set;77.86
4;0.1;0.01;-8.0;Test.Set;71.12
4;0.1;0.01;-4.0;Train.Set;79.50
4;0.1;0.01;-4.0;Test.Set;71.88
4;0.1;0.01;-2.0;Train.Set;79.78
4;0.1;0.01;-2.0;Test.Set;71.75
4;0.1;0.01;0.0;Train.Set;79.40
4;0.1;0.01;0.0;Test.Set;70.99
4;0.1;0.001;-8.0;Train.Set;77.66
4;0.1;0.001;-8.0;Test.Set;70.82
4;0.1;0.001;-4.0;Train.Set;79.29
4;0.1;0.001;-4.0;Test.Set;71.62
4;0.1;0.001;-2.0;Train.Set;79.42
4;0.1;0.001;-2.0;Test.Set;71.39
4;0.1;0.001;0.0;Train.Set;79.07
4;0.1;0.001;0.0;Test.Set;70.59
4;0.1;0.0001;-8.0;Train.Set;77.21
4;0.1;0.0001;-8.0;Test.Set;70.54
4;0.1;0.0001;-4.0;Train.Set;78.63
4;0.1;0.0001;-4.0;Test.Set;71.21
4;0.1;0.0001;-2.0;Train.Set;78.69
4;0.1;0.0001;-2.0;Test.Set;71.07
4;0.1;0.0001;0.0;Train.Set;78.07
4;0.1;0.0001;0.0;Test.Set;70.13
4;0.1;0.00001;-8.0;Train.Set;75.92
4;0.1;0.00001;-8.0;Test.Set;70.10
4;0.1;0.00001;-4.0;Train.Set;77.29
4;0.1;0.00001;-4.0;Test.Set;70.88
4;0.1;0.00001;-2.0;Train.Set;77.44
4;0.1;0.00001;-2.0;Test.Set;70.76
4;0.1;0.00001;0.0;Train.Set;76.88
4;0.1;0.00001;0.0;Test.Set;69.73
4;0.1;0.000001;-8.0;Train.Set;76.66
4;0.1;0.000001;-8.0;Test.Set;70.16
4;0.1;0.000001;-4.0;Train.Set;78.16
4;0.1;0.000001;-4.0;Test.Set;71.06
4;0.1;0.000001;-2.0;Train.Set;78.44
4;0.1;0.000001;-2.0;Test.Set;70.96
4;0.1;0.000001;0.0;Train.Set;78.03
4;0.1;0.000001;0.0;Test.Set;70.21
4;0.01;0.1;-8.0;Train.Set;69.13
4;0.01;0.1;-8.0;Test.Set;66.39
4;0.01;0.1;-4.0;Train.Set;70.88
4;0.01;0.1;-4.0;Test.Set;67.79
4;0.01;0.1;-2.0;Train.Set;71.07
4;0.01;0.1;-2.0;Test.Set;67.89
4;0.01;0.1;0.0;Train.Set;70.54
4;0.01;0.1;0.0;Test.Set;67.11
4;0.01;0.01;-8.0;Train.Set;75.51
4;0.01;0.01;-8.0;Test.Set;69.89
4;0.01;0.01;-4.0;Train.Set;76.88
4;0.01;0.01;-4.0;Test.Set;70.66
4;0.01;0.01;-2.0;Train.Set;77.05
4;0.01;0.01;-2.0;Test.Set;70.66
4;0.01;0.01;0.0;Train.Set;76.72
4;0.01;0.01;0.0;Test.Set;69.85
4;0.01;0.001;-8.0;Train.Set;78.71
4;0.01;0.001;-8.0;Test.Set;70.73
4;0.01;0.001;-4.0;Train.Set;80.06
4;0.01;0.001;-4.0;Test.Set;71.39
4;0.01;0.001;-2.0;Train.Set;80.21
4;0.01;0.001;-2.0;Test.Set;71.12
4;0.01;0.001;0.0;Train.Set;79.86
4;0.01;0.001;0.0;Test.Set;70.10
4;0.01;0.0001;-8.0;Train.Set;79.04
4;0.01;0.0001;-8.0;Test.Set;70.87
4;0.01;0.0001;-4.0;Train.Set;80.40
4;0.01;0.0001;-4.0;Test.Set;71.44
4;0.01;0.0001;-2.0;Train.Set;80.69
4;0.01;0.0001;-2.0;Test.Set;71.25
4;0.01;0.0001;0.0;Train.Set;80.35
4;0.01;0.0001;0.0;Test.Set;70.36
4;0.01;0.00001;-8.0;Train.Set;77.54
4;0.01;0.00001;-8.0;Test.Set;70.47
4;0.01;0.00001;-4.0;Train.Set;78.84
4;0.01;0.00001;-4.0;Test.Set;71.14
4;0.01;0.00001;-2.0;Train.Set;78.92
4;0.01;0.00001;-2.0;Test.Set;70.93
4;0.01;0.00001;0.0;Train.Set;78.44
4;0.01;0.00001;0.0;Test.Set;69.96
4;0.01;0.000001;-8.0;Train.Set;78.89
4;0.01;0.000001;-8.0;Test.Set;70.66
4;0.01;0.000001;-4.0;Train.Set;80.23
4;0.01;0.000001;-4.0;Test.Set;71.30
4;0.01;0.000001;-2.0;Train.Set;80.26
4;0.01;0.000001;-2.0;Test.Set;71.08
4;0.01;0.000001;0.0;Train.Set;80.10
4;0.01;0.000001;0.0;Test.Set;69.95
4;0.001;0.1;-8.0;Train.Set;69.63
4;0.001;0.1;-8.0;Test.Set;66.67
4;0.001;0.1;-4.0;Train.Set;71.33
4;0.001;0.1;-4.0;Test.Set;68.17
4;0.001;0.1;-2.0;Train.Set;71.56
4;0.001;0.1;-2.0;Test.Set;68.35
4;0.001;0.1;0.0;Train.Set;71.00
4;0.001;0.1;0.0;Test.Set;67.51
4;0.001;0.01;-8.0;Train.Set;76.51
4;0.001;0.01;-8.0;Test.Set;70.26
4;0.001;0.01;-4.0;Train.Set;77.91
4;0.001;0.01;-4.0;Test.Set;71.02
4;0.001;0.01;-2.0;Train.Set;78.08
4;0.001;0.01;-2.0;Test.Set;70.80
4;0.001;0.01;0.0;Train.Set;77.69
4;0.001;0.01;0.0;Test.Set;69.87
4;0.001;0.001;-8.0;Train.Set;76.94
4;0.001;0.001;-8.0;Test.Set;70.28
4;0.001;0.001;-4.0;Train.Set;78.33
4;0.001;0.001;-4.0;Test.Set;70.93
4;0.001;0.001;-2.0;Train.Set;78.52
4;0.001;0.001;-2.0;Test.Set;70.66
4;0.001;0.001;0.0;Train.Set;78.12
4;0.001;0.001;0.0;Test.Set;69.57
4;0.001;0.0001;-8.0;Train.Set;76.29
4;0.001;0.0001;-8.0;Test.Set;69.99
4;0.001;0.0001;-4.0;Train.Set;77.77
4;0.001;0.0001;-4.0;Test.Set;70.71
4;0.001;0.0001;-2.0;Train.Set;77.97
4;0.001;0.0001;-2.0;Test.Set;70.56
4;0.001;0.0001;0.0;Train.Set;77.62
4;0.001;0.0001;0.0;Test.Set;69.68
4;0.001;0.00001;-8.0;Train.Set;76.01
4;0.001;0.00001;-8.0;Test.Set;69.84
4;0.001;0.00001;-4.0;Train.Set;77.34
4;0.001;0.00001;-4.0;Test.Set;70.57
4;0.001;0.00001;-2.0;Train.Set;77.41
4;0.001;0.00001;-2.0;Test.Set;70.36
4;0.001;0.00001;0.0;Train.Set;76.94
4;0.001;0.00001;0.0;Test.Set;69.22
4;0.001;0.000001;-8.0;Train.Set;76.02
4;0.001;0.000001;-8.0;Test.Set;69.82
4;0.001;0.000001;-4.0;Train.Set;77.35
4;0.001;0.000001;-4.0;Test.Set;70.55
4;0.001;0.000001;-2.0;Train.Set;77.44
4;0.001;0.000001;-2.0;Test.Set;70.36
4;0.001;0.000001;0.0;Train.Set;76.94
4;0.001;0.000001;0.0;Test.Set;69.23
4;0.0001;0.1;-8.0;Train.Set;69.63
4;0.0001;0.1;-8.0;Test.Set;66.74
4;0.0001;0.1;-4.0;Train.Set;71.40
4;0.0001;0.1;-4.0;Test.Set;68.22
4;0.0001;0.1;-2.0;Train.Set;71.59
4;0.0001;0.1;-2.0;Test.Set;68.41
4;0.0001;0.1;0.0;Train.Set;71.10
4;0.0001;0.1;0.0;Test.Set;67.53
4;0.0001;0.01;-8.0;Train.Set;76.09
4;0.0001;0.01;-8.0;Test.Set;70.09
4;0.0001;0.01;-4.0;Train.Set;77.41
4;0.0001;0.01;-4.0;Test.Set;70.85
4;0.0001;0.01;-2.0;Train.Set;77.60
4;0.0001;0.01;-2.0;Test.Set;70.64
4;0.0001;0.01;0.0;Train.Set;77.19
4;0.0001;0.01;0.0;Test.Set;69.62
4;0.0001;0.001;-8.0;Train.Set;76.85
4;0.0001;0.001;-8.0;Test.Set;70.21
4;0.0001;0.001;-4.0;Train.Set;78.09
4;0.0001;0.001;-4.0;Test.Set;70.91
4;0.0001;0.001;-2.0;Train.Set;78.30
4;0.0001;0.001;-2.0;Test.Set;70.66
4;0.0001;0.001;0.0;Train.Set;77.84
4;0.0001;0.001;0.0;Test.Set;69.55
4;0.0001;0.0001;-8.0;Train.Set;78.05
4;0.0001;0.0001;-8.0;Test.Set;70.70
4;0.0001;0.0001;-4.0;Train.Set;79.42
4;0.0001;0.0001;-4.0;Test.Set;71.26
4;0.0001;0.0001;-2.0;Train.Set;79.65
4;0.0001;0.0001;-2.0;Test.Set;71.00
4;0.0001;0.0001;0.0;Train.Set;79.30
4;0.0001;0.0001;0.0;Test.Set;70.01
4;0.0001;0.00001;-8.0;Train.Set;77.09
4;0.0001;0.00001;-8.0;Test.Set;70.33
4;0.0001;0.00001;-4.0;Train.Set;78.39
4;0.0001;0.00001;-4.0;Test.Set;70.93
4;0.0001;0.00001;-2.0;Train.Set;78.72
4;0.0001;0.00001;-2.0;Test.Set;70.76
4;0.0001;0.00001;0.0;Train.Set;78.22
4;0.0001;0.00001;0.0;Test.Set;69.78
4;0.0001;0.000001;-8.0;Train.Set;77.11
4;0.0001;0.000001;-8.0;Test.Set;70.30
4;0.0001;0.000001;-4.0;Train.Set;78.49
4;0.0001;0.000001;-4.0;Test.Set;70.96
4;0.0001;0.000001;-2.0;Train.Set;78.73
4;0.0001;0.000001;-2.0;Test.Set;70.76
4;0.0001;0.000001;0.0;Train.Set;78.30
4;0.0001;0.000001;0.0;Test.Set;69.74
4;0.00001;0.1;-8.0;Train.Set;69.55
4;0.00001;0.1;-8.0;Test.Set;66.71
4;0.00001;0.1;-4.0;Train.Set;71.32
4;0.00001;0.1;-4.0;Test.Set;68.11
4;0.00001;0.1;-2.0;Train.Set;71.54
4;0.00001;0.1;-2.0;Test.Set;68.31
4;0.00001;0.1;0.0;Train.Set;71.05
4;0.00001;0.1;0.0;Test.Set;67.44
4;0.00001;0.01;-8.0;Train.Set;76.58
4;0.00001;0.01;-8.0;Test.Set;70.20
4;0.00001;0.01;-4.0;Train.Set;78.02
4;0.00001;0.01;-4.0;Test.Set;71.00
4;0.00001;0.01;-2.0;Train.Set;78.15
4;0.00001;0.01;-2.0;Test.Set;70.74
4;0.00001;0.01;0.0;Train.Set;77.77
4;0.00001;0.01;0.0;Test.Set;69.80
4;0.00001;0.001;-8.0;Train.Set;78.03
4;0.00001;0.001;-8.0;Test.Set;70.70
4;0.00001;0.001;-4.0;Train.Set;79.51
4;0.00001;0.001;-4.0;Test.Set;71.34
4;0.00001;0.001;-2.0;Train.Set;79.66
4;0.00001;0.001;-2.0;Test.Set;71.03
4;0.00001;0.001;0.0;Train.Set;79.27
4;0.00001;0.001;0.0;Test.Set;70.06
4;0.00001;0.0001;-8.0;Train.Set;76.72
4;0.00001;0.0001;-8.0;Test.Set;70.22
4;0.00001;0.0001;-4.0;Train.Set;78.08
4;0.00001;0.0001;-4.0;Test.Set;70.89
4;0.00001;0.0001;-2.0;Train.Set;78.24
4;0.00001;0.0001;-2.0;Test.Set;70.59
4;0.00001;0.0001;0.0;Train.Set;77.80
4;0.00001;0.0001;0.0;Test.Set;69.56
4;0.00001;0.00001;-8.0;Train.Set;77.07
4;0.00001;0.00001;-8.0;Test.Set;70.23
4;0.00001;0.00001;-4.0;Train.Set;78.50
4;0.00001;0.00001;-4.0;Test.Set;70.95
4;0.00001;0.00001;-2.0;Train.Set;78.66
4;0.00001;0.00001;-2.0;Test.Set;70.71
4;0.00001;0.00001;0.0;Train.Set;78.16
4;0.00001;0.00001;0.0;Test.Set;69.75
4;0.00001;0.000001;-8.0;Train.Set;77.10
4;0.00001;0.000001;-8.0;Test.Set;70.26
4;0.00001;0.000001;-4.0;Train.Set;78.50
4;0.00001;0.000001;-4.0;Test.Set;70.91
4;0.00001;0.000001;-2.0;Train.Set;78.79
4;0.00001;0.000001;-2.0;Test.Set;70.72
4;0.00001;0.000001;0.0;Train.Set;78.24
4;0.00001;0.000001;0.0;Test.Set;69.70
4;0.000001;0.1;-8.0;Train.Set;69.22
4;0.000001;0.1;-8.0;Test.Set;66.45
4;0.000001;0.1;-4.0;Train.Set;70.85
4;0.000001;0.1;-4.0;Test.Set;67.82
4;0.000001;0.1;-2.0;Train.Set;71.08
4;0.000001;0.1;-2.0;Test.Set;67.89
4;0.000001;0.1;0.0;Train.Set;70.58
4;0.000001;0.1;0.0;Test.Set;67.12
4;0.000001;0.01;-8.0;Train.Set;75.03
4;0.000001;0.01;-8.0;Test.Set;69.56
4;0.000001;0.01;-4.0;Train.Set;76.33
4;0.000001;0.01;-4.0;Test.Set;70.36
4;0.000001;0.01;-2.0;Train.Set;76.55
4;0.000001;0.01;-2.0;Test.Set;70.16
4;0.000001;0.01;0.0;Train.Set;76.04
4;0.000001;0.01;0.0;Test.Set;69.34
4;0.000001;0.001;-8.0;Train.Set;75.82
4;0.000001;0.001;-8.0;Test.Set;69.94
4;0.000001;0.001;-4.0;Train.Set;77.14
4;0.000001;0.001;-4.0;Test.Set;70.60
4;0.000001;0.001;-2.0;Train.Set;77.36
4;0.000001;0.001;-2.0;Test.Set;70.37
4;0.000001;0.001;0.0;Train.Set;76.89
4;0.000001;0.001;0.0;Test.Set;69.39
4;0.000001;0.0001;-8.0;Train.Set;76.39
4;0.000001;0.0001;-8.0;Test.Set;70.07
4;0.000001;0.0001;-4.0;Train.Set;77.71
4;0.000001;0.0001;-4.0;Test.Set;70.64
4;0.000001;0.0001;-2.0;Train.Set;77.89
4;0.000001;0.0001;-2.0;Test.Set;70.45
4;0.000001;0.0001;0.0;Train.Set;77.44
4;0.000001;0.0001;0.0;Test.Set;69.50
4;0.000001;0.00001;-8.0;Train.Set;76.27
4;0.000001;0.00001;-8.0;Test.Set;70.04
4;0.000001;0.00001;-4.0;Train.Set;77.58
4;0.000001;0.00001;-4.0;Test.Set;70.66
4;0.000001;0.00001;-2.0;Train.Set;77.81
4;0.000001;0.00001;-2.0;Test.Set;70.45
4;0.000001;0.00001;0.0;Train.Set;77.29
4;0.000001;0.00001;0.0;Test.Set;69.55
4;0.000001;0.000001;-8.0;Train.Set;77.12
4;0.000001;0.000001;-8.0;Test.Set;70.27
4;0.000001;0.000001;-4.0;Train.Set;78.52
4;0.000001;0.000001;-4.0;Test.Set;70.89
4;0.000001;0.000001;-2.0;Train.Set;78.74
4;0.000001;0.000001;-2.0;Test.Set;70.67
4;0.000001;0.000001;0.0;Train.Set;78.30
4;0.000001;0.000001;0.0;Test.Set;69.70
5;0.1;0.1;-8.0;Train.Set;69.54
5;0.1;0.1;-8.0;Test.Set;66.69
5;0.1;0.1;-4.0;Train.Set;71.17
5;0.1;0.1;-4.0;Test.Set;67.96
5;0.1;0.1;-2.0;Train.Set;71.37
5;0.1;0.1;-2.0;Test.Set;67.97
5;0.1;0.1;0.0;Train.Set;70.79
5;0.1;0.1;0.0;Test.Set;67.12
5;0.1;0.01;-8.0;Train.Set;76.53
5;0.1;0.01;-8.0;Test.Set;70.92
5;0.1;0.01;-4.0;Train.Set;77.92
5;0.1;0.01;-4.0;Test.Set;71.54
5;0.1;0.01;-2.0;Train.Set;78.09
5;0.1;0.01;-2.0;Test.Set;71.57
5;0.1;0.01;0.0;Train.Set;77.69
5;0.1;0.01;0.0;Test.Set;70.67
5;0.1;0.001;-8.0;Train.Set;77.18
5;0.1;0.001;-8.0;Test.Set;70.82
5;0.1;0.001;-4.0;Train.Set;78.54
5;0.1;0.001;-4.0;Test.Set;71.69
5;0.1;0.001;-2.0;Train.Set;78.69
5;0.1;0.001;-2.0;Test.Set;71.45
5;0.1;0.001;0.0;Train.Set;78.40
5;0.1;0.001;0.0;Test.Set;70.59
5;0.1;0.0001;-8.0;Train.Set;77.36
5;0.1;0.0001;-8.0;Test.Set;70.92
5;0.1;0.0001;-4.0;Train.Set;78.60
5;0.1;0.0001;-4.0;Test.Set;71.66
5;0.1;0.0001;-2.0;Train.Set;78.85
5;0.1;0.0001;-2.0;Test.Set;71.43
5;0.1;0.0001;0.0;Train.Set;78.53
5;0.1;0.0001;0.0;Test.Set;70.64
5;0.1;0.00001;-8.0;Train.Set;78.94
5;0.1;0.00001;-8.0;Test.Set;71.58
5;0.1;0.00001;-4.0;Train.Set;80.19
5;0.1;0.00001;-4.0;Test.Set;72.21
5;0.1;0.00001;-2.0;Train.Set;80.41
5;0.1;0.00001;-2.0;Test.Set;72.00
5;0.1;0.00001;0.0;Train.Set;80.07
5;0.1;0.00001;0.0;Test.Set;70.98
5;0.1;0.000001;-8.0;Train.Set;77.25
5;0.1;0.000001;-8.0;Test.Set;70.91
5;0.1;0.000001;-4.0;Train.Set;78.54
5;0.1;0.000001;-4.0;Test.Set;71.63
5;0.1;0.000001;-2.0;Train.Set;78.81
5;0.1;0.000001;-2.0;Test.Set;71.50
5;0.1;0.000001;0.0;Train.Set;78.49
5;0.1;0.000001;0.0;Test.Set;70.58
5;0.01;0.1;-8.0;Train.Set;69.87
5;0.01;0.1;-8.0;Test.Set;67.06
5;0.01;0.1;-4.0;Train.Set;71.59
5;0.01;0.1;-4.0;Test.Set;68.41
5;0.01;0.1;-2.0;Train.Set;71.81
5;0.01;0.1;-2.0;Test.Set;68.46
5;0.01;0.1;0.0;Train.Set;71.23
5;0.01;0.1;0.0;Test.Set;67.63
5;0.01;0.01;-8.0;Train.Set;76.67
5;0.01;0.01;-8.0;Test.Set;70.46
5;0.01;0.01;-4.0;Train.Set;78.17
5;0.01;0.01;-4.0;Test.Set;71.18
5;0.01;0.01;-2.0;Train.Set;78.33
5;0.01;0.01;-2.0;Test.Set;71.10
5;0.01;0.01;0.0;Train.Set;77.95
5;0.01;0.01;0.0;Test.Set;70.32
5;0.01;0.001;-8.0;Train.Set;78.72
5;0.01;0.001;-8.0;Test.Set;70.94
5;0.01;0.001;-4.0;Train.Set;80.23
5;0.01;0.001;-4.0;Test.Set;71.54
5;0.01;0.001;-2.0;Train.Set;80.40
5;0.01;0.001;-2.0;Test.Set;71.43
5;0.01;0.001;0.0;Train.Set;79.98
5;0.01;0.001;0.0;Test.Set;70.52
5;0.01;0.0001;-8.0;Train.Set;78.51
5;0.01;0.0001;-8.0;Test.Set;70.83
5;0.01;0.0001;-4.0;Train.Set;79.91
5;0.01;0.0001;-4.0;Test.Set;71.32
5;0.01;0.0001;-2.0;Train.Set;80.00
5;0.01;0.0001;-2.0;Test.Set;70.96
5;0.01;0.0001;0.0;Train.Set;79.37
5;0.01;0.0001;0.0;Test.Set;70.00
5;0.01;0.00001;-8.0;Train.Set;79.03
5;0.01;0.00001;-8.0;Test.Set;71.15
5;0.01;0.00001;-4.0;Train.Set;80.36
5;0.01;0.00001;-4.0;Test.Set;71.73
5;0.01;0.00001;-2.0;Train.Set;80.43
5;0.01;0.00001;-2.0;Test.Set;71.39
5;0.01;0.00001;0.0;Train.Set;80.01
5;0.01;0.00001;0.0;Test.Set;70.32
5;0.01;0.000001;-8.0;Train.Set;78.89
5;0.01;0.000001;-8.0;Test.Set;70.94
5;0.01;0.000001;-4.0;Train.Set;80.40
5;0.01;0.000001;-4.0;Test.Set;71.54
5;0.01;0.000001;-2.0;Train.Set;80.59
5;0.01;0.000001;-2.0;Test.Set;71.37
5;0.01;0.000001;0.0;Train.Set;80.12
5;0.01;0.000001;0.0;Test.Set;70.49
5;0.001;0.1;-8.0;Train.Set;69.76
5;0.001;0.1;-8.0;Test.Set;66.99
5;0.001;0.1;-4.0;Train.Set;71.50
5;0.001;0.1;-4.0;Test.Set;68.40
5;0.001;0.1;-2.0;Train.Set;71.77
5;0.001;0.1;-2.0;Test.Set;68.44
5;0.001;0.1;0.0;Train.Set;71.18
5;0.001;0.1;0.0;Test.Set;67.59
5;0.001;0.01;-8.0;Train.Set;76.70
5;0.001;0.01;-8.0;Test.Set;70.23
5;0.001;0.01;-4.0;Train.Set;78.11
5;0.001;0.01;-4.0;Test.Set;70.94
5;0.001;0.01;-2.0;Train.Set;78.30
5;0.001;0.01;-2.0;Test.Set;70.85
5;0.001;0.01;0.0;Train.Set;77.84
5;0.001;0.01;0.0;Test.Set;70.15
5;0.001;0.001;-8.0;Train.Set;78.70
5;0.001;0.001;-8.0;Test.Set;70.71
5;0.001;0.001;-4.0;Train.Set;80.09
5;0.001;0.001;-4.0;Test.Set;71.37
5;0.001;0.001;-2.0;Train.Set;80.35
5;0.001;0.001;-2.0;Test.Set;71.10
5;0.001;0.001;0.0;Train.Set;79.95
5;0.001;0.001;0.0;Test.Set;70.29
5;0.001;0.0001;-8.0;Train.Set;78.85
5;0.001;0.0001;-8.0;Test.Set;70.75
5;0.001;0.0001;-4.0;Train.Set;80.21
5;0.001;0.0001;-4.0;Test.Set;71.41
5;0.001;0.0001;-2.0;Train.Set;80.50
5;0.001;0.0001;-2.0;Test.Set;71.14
5;0.001;0.0001;0.0;Train.Set;80.05
5;0.001;0.0001;0.0;Test.Set;70.26
5;0.001;0.00001;-8.0;Train.Set;78.85
5;0.001;0.00001;-8.0;Test.Set;70.81
5;0.001;0.00001;-4.0;Train.Set;80.23
5;0.001;0.00001;-4.0;Test.Set;71.41
5;0.001;0.00001;-2.0;Train.Set;80.58
5;0.001;0.00001;-2.0;Test.Set;71.12
5;0.001;0.00001;0.0;Train.Set;80.08
5;0.001;0.00001;0.0;Test.Set;70.33
5;0.001;0.000001;-8.0;Train.Set;78.84
5;0.001;0.000001;-8.0;Test.Set;70.74
5;0.001;0.000001;-4.0;Train.Set;80.24
5;0.001;0.000001;-4.0;Test.Set;71.40
5;0.001;0.000001;-2.0;Train.Set;80.51
5;0.001;0.000001;-2.0;Test.Set;71.11
5;0.001;0.000001;0.0;Train.Set;80.16
5;0.001;0.000001;0.0;Test.Set;70.31
5;0.0001;0.1;-8.0;Train.Set;69.80
5;0.0001;0.1;-8.0;Test.Set;66.94
5;0.0001;0.1;-4.0;Train.Set;71.50
5;0.0001;0.1;-4.0;Test.Set;68.37
5;0.0001;0.1;-2.0;Train.Set;71.73
