Num.Layers;PTWD;FTWD;INSWORD;Evaluation.Set;Accuracy
5;0.0001;0.1;-2.0;Test.Set;68.46
5;0.0001;0.1;0.0;Train.Set;71.17
5;0.0001;0.1;0.0;Test.Set;67.61
5;0.0001;0.01;-8.0;Train.Set;76.93
5;0.0001;0.01;-8.0;Test.Set;70.34
5;0.0001;0.01;-4.0;Train.Set;78.28
5;0.0001;0.01;-4.0;Test.Set;71.10
5;0.0001;0.01;-2.0;Train.Set;78.42
5;0.0001;0.01;-2.0;Test.Set;70.92
5;0.0001;0.01;0.0;Train.Set;77.89
5;0.0001;0.01;0.0;Test.Set;69.92
5;0.0001;0.001;-8.0;Train.Set;79.98
5;0.0001;0.001;-8.0;Test.Set;71.14
5;0.0001;0.001;-4.0;Train.Set;81.32
5;0.0001;0.001;-4.0;Test.Set;71.69
5;0.0001;0.001;-2.0;Train.Set;81.57
5;0.0001;0.001;-2.0;Test.Set;71.51
5;0.0001;0.001;0.0;Train.Set;81.03
5;0.0001;0.001;0.0;Test.Set;70.53
5;0.0001;0.0001;-8.0;Train.Set;79.59
5;0.0001;0.0001;-8.0;Test.Set;70.85
5;0.0001;0.0001;-4.0;Train.Set;81.00
5;0.0001;0.0001;-4.0;Test.Set;71.41
5;0.0001;0.0001;-2.0;Train.Set;81.17
5;0.0001;0.0001;-2.0;Test.Set;71.20
5;0.0001;0.0001;0.0;Train.Set;80.71
5;0.0001;0.0001;0.0;Test.Set;70.13
5;0.0001;0.00001;-8.0;Train.Set;78.25
5;0.0001;0.00001;-8.0;Test.Set;70.54
5;0.0001;0.00001;-4.0;Train.Set;79.65
5;0.0001;0.00001;-4.0;Test.Set;71.32
5;0.0001;0.00001;-2.0;Train.Set;79.85
5;0.0001;0.00001;-2.0;Test.Set;71.12
5;0.0001;0.00001;0.0;Train.Set;79.45
5;0.0001;0.00001;0.0;Test.Set;70.26
5;0.0001;0.000001;-8.0;Train.Set;78.97
5;0.0001;0.000001;-8.0;Test.Set;70.64
5;0.0001;0.000001;-4.0;Train.Set;80.32
5;0.0001;0.000001;-4.0;Test.Set;71.40
5;0.0001;0.000001;-2.0;Train.Set;80.55
5;0.0001;0.000001;-2.0;Test.Set;71.21
5;0.0001;0.000001;0.0;Train.Set;80.22
5;0.0001;0.000001;0.0;Test.Set;70.38
5;0.00001;0.1;-8.0;Train.Set;69.80
5;0.00001;0.1;-8.0;Test.Set;67.02
5;0.00001;0.1;-4.0;Train.Set;71.55
5;0.00001;0.1;-4.0;Test.Set;68.43
5;0.00001;0.1;-2.0;Train.Set;71.79
5;0.00001;0.1;-2.0;Test.Set;68.52
5;0.00001;0.1;0.0;Train.Set;71.24
5;0.00001;0.1;0.0;Test.Set;67.63
5;0.00001;0.01;-8.0;Train.Set;77.98
5;0.00001;0.01;-8.0;Test.Set;70.88
5;0.00001;0.01;-4.0;Train.Set;79.37
5;0.00001;0.01;-4.0;Test.Set;71.52
5;0.00001;0.01;-2.0;Train.Set;79.62
5;0.00001;0.01;-2.0;Test.Set;71.26
5;0.00001;0.01;0.0;Train.Set;79.26
5;0.00001;0.01;0.0;Test.Set;70.48
5;0.00001;0.001;-8.0;Train.Set;78.63
5;0.00001;0.001;-8.0;Test.Set;70.72
5;0.00001;0.001;-4.0;Train.Set;80.12
5;0.00001;0.001;-4.0;Test.Set;71.40
5;0.00001;0.001;-2.0;Train.Set;80.22
5;0.00001;0.001;-2.0;Test.Set;71.17
5;0.00001;0.001;0.0;Train.Set;79.84
5;0.00001;0.001;0.0;Test.Set;70.30
5;0.00001;0.0001;-8.0;Train.Set;78.76
5;0.00001;0.0001;-8.0;Test.Set;70.74
5;0.00001;0.0001;-4.0;Train.Set;80.23
5;0.00001;0.0001;-4.0;Test.Set;71.41
5;0.00001;0.0001;-2.0;Train.Set;80.39
5;0.00001;0.0001;-2.0;Test.Set;71.15
5;0.00001;0.0001;0.0;Train.Set;79.99
5;0.00001;0.0001;0.0;Test.Set;70.25
5;0.00001;0.00001;-8.0;Train.Set;78.78
5;0.00001;0.00001;-8.0;Test.Set;70.74
5;0.00001;0.00001;-4.0;Train.Set;80.20
5;0.00001;0.00001;-4.0;Test.Set;71.37
5;0.00001;0.00001;-2.0;Train.Set;80.41
5;0.00001;0.00001;-2.0;Test.Set;71.15
5;0.00001;0.00001;0.0;Train.Set;80.01
5;0.00001;0.00001;0.0;Test.Set;70.37
5;0.00001;0.000001;-8.0;Train.Set;78.16
5;0.00001;0.000001;-8.0;Test.Set;70.47
5;0.00001;0.000001;-4.0;Train.Set;79.60
5;0.00001;0.000001;-4.0;Test.Set;71.20
5;0.00001;0.000001;-2.0;Train.Set;79.87
5;0.00001;0.000001;-2.0;Test.Set;70.96
5;0.00001;0.000001;0.0;Train.Set;79.39
5;0.00001;0.000001;0.0;Test.Set;70.13
5;0.000001;0.1;-8.0;Train.Set;69.81
5;0.000001;0.1;-8.0;Test.Set;67.06
5;0.000001;0.1;-4.0;Train.Set;71.54
5;0.000001;0.1;-4.0;Test.Set;68.44
5;0.000001;0.1;-2.0;Train.Set;71.75
5;0.000001;0.1;-2.0;Test.Set;68.51
5;0.000001;0.1;0.0;Train.Set;71.28
5;0.000001;0.1;0.0;Test.Set;67.66
5;0.000001;0.01;-8.0;Train.Set;78.66
5;0.000001;0.01;-8.0;Test.Set;71.09
5;0.000001;0.01;-4.0;Train.Set;80.15
5;0.000001;0.01;-4.0;Test.Set;71.69
5;0.000001;0.01;-2.0;Train.Set;80.25
5;0.000001;0.01;-2.0;Test.Set;71.50
5;0.000001;0.01;0.0;Train.Set;79.86
5;0.000001;0.01;0.0;Test.Set;70.70
5;0.000001;0.001;-8.0;Train.Set;78.72
5;0.000001;0.001;-8.0;Test.Set;70.75
5;0.000001;0.001;-4.0;Train.Set;80.12
5;0.000001;0.001;-4.0;Test.Set;71.37
5;0.000001;0.001;-2.0;Train.Set;80.24
5;0.000001;0.001;-2.0;Test.Set;71.07
5;0.000001;0.001;0.0;Train.Set;79.82
5;0.000001;0.001;0.0;Test.Set;70.35
5;0.000001;0.0001;-8.0;Train.Set;78.11
5;0.000001;0.0001;-8.0;Test.Set;70.66
5;0.000001;0.0001;-4.0;Train.Set;79.55
5;0.000001;0.0001;-4.0;Test.Set;71.24
5;0.000001;0.0001;-2.0;Train.Set;79.65
5;0.000001;0.0001;-2.0;Test.Set;71.10
5;0.000001;0.0001;0.0;Train.Set;79.21
5;0.000001;0.0001;0.0;Test.Set;70.24
5;0.000001;0.00001;-8.0;Train.Set;78.74
5;0.000001;0.00001;-8.0;Test.Set;70.72
5;0.000001;0.00001;-4.0;Train.Set;80.23
5;0.000001;0.00001;-4.0;Test.Set;71.34
5;0.000001;0.00001;-2.0;Train.Set;80.42
5;0.000001;0.00001;-2.0;Test.Set;71.22
5;0.000001;0.00001;0.0;Train.Set;79.99
5;0.000001;0.00001;0.0;Test.Set;70.23
5;0.000001;0.000001;-8.0;Train.Set;78.14
5;0.000001;0.000001;-8.0;Test.Set;70.53
5;0.000001;0.000001;-4.0;Train.Set;79.62
5;0.000001;0.000001;-4.0;Test.Set;71.20
5;0.000001;0.000001;-2.0;Train.Set;79.85
5;0.000001;0.000001;-2.0;Test.Set;71.12
5;0.000001;0.000001;0.0;Train.Set;79.42
5;0.000001;0.000001;0.0;Test.Set;70.20
6;0.1;0.1;-8.0;Train.Set;70.51
6;0.1;0.1;-8.0;Test.Set;67.31
6;0.1;0.1;-4.0;Train.Set;72.11
6;0.1;0.1;-4.0;Test.Set;68.58
6;0.1;0.1;-2.0;Train.Set;72.24
6;0.1;0.1;-2.0;Test.Set;68.51
6;0.1;0.1;0.0;Train.Set;71.70
6;0.1;0.1;0.0;Test.Set;67.65
6;0.1;0.01;-8.0;Train.Set;76.66
6;0.1;0.01;-8.0;Test.Set;70.75
6;0.1;0.01;-4.0;Train.Set;77.94
6;0.1;0.01;-4.0;Test.Set;71.33
6;0.1;0.01;-2.0;Train.Set;77.98
6;0.1;0.01;-2.0;Test.Set;71.06
6;0.1;0.01;0.0;Train.Set;77.45
6;0.1;0.01;0.0;Test.Set;70.15
6;0.1;0.001;-8.0;Train.Set;77.46
6;0.1;0.001;-8.0;Test.Set;71.06
6;0.1;0.001;-4.0;Train.Set;78.77
6;0.1;0.001;-4.0;Test.Set;71.58
6;0.1;0.001;-2.0;Train.Set;78.97
6;0.1;0.001;-2.0;Test.Set;71.44
6;0.1;0.001;0.0;Train.Set;78.54
6;0.1;0.001;0.0;Test.Set;70.59
6;0.1;0.0001;-8.0;Train.Set;78.68
6;0.1;0.0001;-8.0;Test.Set;71.54
6;0.1;0.0001;-4.0;Train.Set;79.96
6;0.1;0.0001;-4.0;Test.Set;71.98
6;0.1;0.0001;-2.0;Train.Set;80.13
6;0.1;0.0001;-2.0;Test.Set;71.78
6;0.1;0.0001;0.0;Train.Set;79.66
6;0.1;0.0001;0.0;Test.Set;70.94
6;0.1;0.00001;-8.0;Train.Set;77.91
6;0.1;0.00001;-8.0;Test.Set;71.21
6;0.1;0.00001;-4.0;Train.Set;79.09
6;0.1;0.00001;-4.0;Test.Set;71.67
6;0.1;0.00001;-2.0;Train.Set;79.11
6;0.1;0.00001;-2.0;Test.Set;71.40
6;0.1;0.00001;0.0;Train.Set;78.66
6;0.1;0.00001;0.0;Test.Set;70.28
6;0.1;0.000001;-8.0;Train.Set;78.74
6;0.1;0.000001;-8.0;Test.Set;71.54
6;0.1;0.000001;-4.0;Train.Set;80.10
6;0.1;0.000001;-4.0;Test.Set;72.04
6;0.1;0.000001;-2.0;Train.Set;80.15
6;0.1;0.000001;-2.0;Test.Set;71.78
6;0.1;0.000001;0.0;Train.Set;79.79
6;0.1;0.000001;0.0;Test.Set;70.89
6;0.01;0.1;-8.0;Train.Set;69.70
6;0.01;0.1;-8.0;Test.Set;66.74
6;0.01;0.1;-4.0;Train.Set;71.26
6;0.01;0.1;-4.0;Test.Set;67.92
6;0.01;0.1;-2.0;Train.Set;71.51
6;0.01;0.1;-2.0;Test.Set;67.86
6;0.01;0.1;0.0;Train.Set;70.85
6;0.01;0.1;0.0;Test.Set;67.17
6;0.01;0.01;-8.0;Train.Set;77.90
6;0.01;0.01;-8.0;Test.Set;71.07
6;0.01;0.01;-4.0;Train.Set;79.36
6;0.01;0.01;-4.0;Test.Set;71.68
6;0.01;0.01;-2.0;Train.Set;79.47
6;0.01;0.01;-2.0;Test.Set;71.47
6;0.01;0.01;0.0;Train.Set;79.19
6;0.01;0.01;0.0;Test.Set;70.74
6;0.01;0.001;-8.0;Train.Set;79.87
6;0.01;0.001;-8.0;Test.Set;71.48
6;0.01;0.001;-4.0;Train.Set;81.15
6;0.01;0.001;-4.0;Test.Set;71.88
6;0.01;0.001;-2.0;Train.Set;81.31
6;0.01;0.001;-2.0;Test.Set;71.62
6;0.01;0.001;0.0;Train.Set;80.92
6;0.01;0.001;0.0;Test.Set;70.62
6;0.01;0.0001;-8.0;Train.Set;79.60
6;0.01;0.0001;-8.0;Test.Set;71.29
6;0.01;0.0001;-4.0;Train.Set;80.88
6;0.01;0.0001;-4.0;Test.Set;71.75
6;0.01;0.0001;-2.0;Train.Set;80.93
6;0.01;0.0001;-2.0;Test.Set;71.47
6;0.01;0.0001;0.0;Train.Set;80.62
6;0.01;0.0001;0.0;Test.Set;70.38
6;0.01;0.00001;-8.0;Train.Set;79.60
6;0.01;0.00001;-8.0;Test.Set;71.30
6;0.01;0.00001;-4.0;Train.Set;80.91
6;0.01;0.00001;-4.0;Test.Set;71.79
6;0.01;0.00001;-2.0;Train.Set;80.95
6;0.01;0.00001;-2.0;Test.Set;71.49
6;0.01;0.00001;0.0;Train.Set;80.62
6;0.01;0.00001;0.0;Test.Set;70.41
6;0.01;0.000001;-8.0;Train.Set;79.60
6;0.01;0.000001;-8.0;Test.Set;71.30
6;0.01;0.000001;-4.0;Train.Set;80.91
6;0.01;0.000001;-4.0;Test.Set;71.79
6;0.01;0.000001;-2.0;Train.Set;80.95
6;0.01;0.000001;-2.0;Test.Set;71.48
6;0.01;0.000001;0.0;Train.Set;80.62
6;0.01;0.000001;0.0;Test.Set;70.40
6;0.001;0.1;-8.0;Train.Set;69.89
6;0.001;0.1;-8.0;Test.Set;66.86
6;0.001;0.1;-4.0;Train.Set;71.53
6;0.001;0.1;-4.0;Test.Set;67.98
6;0.001;0.1;-2.0;Train.Set;71.74
6;0.001;0.1;-2.0;Test.Set;68.15
6;0.001;0.1;0.0;Train.Set;71.06
6;0.001;0.1;0.0;Test.Set;67.35
6;0.001;0.01;-8.0;Train.Set;78.07
6;0.001;0.01;-8.0;Test.Set;70.94
6;0.001;0.01;-4.0;Train.Set;79.39
6;0.001;0.01;-4.0;Test.Set;71.67
6;0.001;0.01;-2.0;Train.Set;79.64
6;0.001;0.01;-2.0;Test.Set;71.39
6;0.001;0.01;0.0;Train.Set;79.18
6;0.001;0.01;0.0;Test.Set;70.55
6;0.001;0.001;-8.0;Train.Set;79.86
6;0.001;0.001;-8.0;Test.Set;71.34
6;0.001;0.001;-4.0;Train.Set;81.19
6;0.001;0.001;-4.0;Test.Set;71.94
6;0.001;0.001;-2.0;Train.Set;81.41
6;0.001;0.001;-2.0;Test.Set;71.65
6;0.001;0.001;0.0;Train.Set;81.15
6;0.001;0.001;0.0;Test.Set;70.71
6;0.001;0.0001;-8.0;Train.Set;80.08
6;0.001;0.0001;-8.0;Test.Set;71.35
6;0.001;0.0001;-4.0;Train.Set;81.38
6;0.001;0.0001;-4.0;Test.Set;71.92
6;0.001;0.0001;-2.0;Train.Set;81.62
6;0.001;0.0001;-2.0;Test.Set;71.72
6;0.001;0.0001;0.0;Train.Set;81.38
6;0.001;0.0001;0.0;Test.Set;70.76
6;0.001;0.00001;-8.0;Train.Set;79.45
6;0.001;0.00001;-8.0;Test.Set;71.25
6;0.001;0.00001;-4.0;Train.Set;80.79
6;0.001;0.00001;-4.0;Test.Set;71.87
6;0.001;0.00001;-2.0;Train.Set;81.03
6;0.001;0.00001;-2.0;Test.Set;71.57
6;0.001;0.00001;0.0;Train.Set;80.66
6;0.001;0.00001;0.0;Test.Set;70.63
6;0.001;0.000001;-8.0;Train.Set;80.11
6;0.001;0.000001;-8.0;Test.Set;71.36
6;0.001;0.000001;-4.0;Train.Set;81.38
6;0.001;0.000001;-4.0;Test.Set;71.90
6;0.001;0.000001;-2.0;Train.Set;81.64
6;0.001;0.000001;-2.0;Test.Set;71.69
6;0.001;0.000001;0.0;Train.Set;81.39
6;0.001;0.000001;0.0;Test.Set;70.71
6;0.0001;0.1;-8.0;Train.Set;69.93
6;0.0001;0.1;-8.0;Test.Set;66.82
6;0.0001;0.1;-4.0;Train.Set;71.52
6;0.0001;0.1;-4.0;Test.Set;67.99
6;0.0001;0.1;-2.0;Train.Set;71.71
6;0.0001;0.1;-2.0;Test.Set;68.10
6;0.0001;0.1;0.0;Train.Set;71.03
6;0.0001;0.1;0.0;Test.Set;67.29
6;0.0001;0.01;-8.0;Train.Set;77.94
6;0.0001;0.01;-8.0;Test.Set;70.93
6;0.0001;0.01;-4.0;Train.Set;79.39
6;0.0001;0.01;-4.0;Test.Set;71.59
6;0.0001;0.01;-2.0;Train.Set;79.51
6;0.0001;0.01;-2.0;Test.Set;71.41
6;0.0001;0.01;0.0;Train.Set;79.05
6;0.0001;0.01;0.0;Test.Set;70.50
6;0.0001;0.001;-8.0;Train.Set;79.48
6;0.0001;0.001;-8.0;Test.Set;71.22
6;0.0001;0.001;-4.0;Train.Set;80.83
6;0.0001;0.001;-4.0;Test.Set;71.85
6;0.0001;0.001;-2.0;Train.Set;80.98
6;0.0001;0.001;-2.0;Test.Set;71.54
6;0.0001;0.001;0.0;Train.Set;80.59
6;0.0001;0.001;0.0;Test.Set;70.57
6;0.0001;0.0001;-8.0;Train.Set;81.27
6;0.0001;0.0001;-8.0;Test.Set;71.66
6;0.0001;0.0001;-4.0;Train.Set;82.76
6;0.0001;0.0001;-4.0;Test.Set;72.14
6;0.0001;0.0001;-2.0;Train.Set;82.91
6;0.0001;0.0001;-2.0;Test.Set;71.65
6;0.0001;0.0001;0.0;Train.Set;82.64
6;0.0001;0.0001;0.0;Test.Set;70.65
6;0.0001;0.00001;-8.0;Train.Set;79.89
6;0.0001;0.00001;-8.0;Test.Set;71.36
6;0.0001;0.00001;-4.0;Train.Set;81.23
6;0.0001;0.00001;-4.0;Test.Set;71.94
6;0.0001;0.00001;-2.0;Train.Set;81.43
6;0.0001;0.00001;-2.0;Test.Set;71.63
6;0.0001;0.00001;0.0;Train.Set;81.07
6;0.0001;0.00001;0.0;Test.Set;70.70
6;0.0001;0.000001;-8.0;Train.Set;79.98
6;0.0001;0.000001;-8.0;Test.Set;71.36
6;0.0001;0.000001;-4.0;Train.Set;81.35
6;0.0001;0.000001;-4.0;Test.Set;71.94
6;0.0001;0.000001;-2.0;Train.Set;81.55
6;0.0001;0.000001;-2.0;Test.Set;71.61
6;0.0001;0.000001;0.0;Train.Set;81.22
6;0.0001;0.000001;0.0;Test.Set;70.65
6;0.00001;0.1;-8.0;Train.Set;69.90
6;0.00001;0.1;-8.0;Test.Set;66.81
6;0.00001;0.1;-4.0;Train.Set;71.53
6;0.00001;0.1;-4.0;Test.Set;68.03
6;0.00001;0.1;-2.0;Train.Set;71.75
6;0.00001;0.1;-2.0;Test.Set;68.15
6;0.00001;0.1;0.0;Train.Set;71.01
6;0.00001;0.1;0.0;Test.Set;67.34
6;0.00001;0.01;-8.0;Train.Set;77.50
6;0.00001;0.01;-8.0;Test.Set;70.78
6;0.00001;0.01;-4.0;Train.Set;78.88
6;0.00001;0.01;-4.0;Test.Set;71.49
6;0.00001;0.01;-2.0;Train.Set;78.92
6;0.00001;0.01;-2.0;Test.Set;71.25
6;0.00001;0.01;0.0;Train.Set;78.55
6;0.00001;0.01;0.0;Test.Set;70.40
6;0.00001;0.001;-8.0;Train.Set;79.24
6;0.00001;0.001;-8.0;Test.Set;71.15
6;0.00001;0.001;-4.0;Train.Set;80.58
6;0.00001;0.001;-4.0;Test.Set;71.78
6;0.00001;0.001;-2.0;Train.Set;80.79
6;0.00001;0.001;-2.0;Test.Set;71.50
6;0.00001;0.001;0.0;Train.Set;80.37
6;0.00001;0.001;0.0;Test.Set;70.65
6;0.00001;0.0001;-8.0;Train.Set;79.84
6;0.00001;0.0001;-8.0;Test.Set;71.36
6;0.00001;0.0001;-4.0;Train.Set;81.17
6;0.00001;0.0001;-4.0;Test.Set;71.94
6;0.00001;0.0001;-2.0;Train.Set;81.46
6;0.00001;0.0001;-2.0;Test.Set;71.67
6;0.00001;0.0001;0.0;Train.Set;81.14
6;0.00001;0.0001;0.0;Test.Set;70.70
6;0.00001;0.00001;-8.0;Train.Set;79.47
6;0.00001;0.00001;-8.0;Test.Set;71.19
6;0.00001;0.00001;-4.0;Train.Set;80.78
6;0.00001;0.00001;-4.0;Test.Set;71.87
6;0.00001;0.00001;-2.0;Train.Set;80.95
6;0.00001;0.00001;-2.0;Test.Set;71.59
6;0.00001;0.00001;0.0;Train.Set;80.58
6;0.00001;0.00001;0.0;Test.Set;70.68
6;0.00001;0.000001;-8.0;Train.Set;79.44
6;0.00001;0.000001;-8.0;Test.Set;71.22
6;0.00001;0.000001;-4.0;Train.Set;80.73
6;0.00001;0.000001;-4.0;Test.Set;71.88
6;0.00001;0.000001;-2.0;Train.Set;80.99
6;0.00001;0.000001;-2.0;Test.Set;71.58
6;0.00001;0.000001;0.0;Train.Set;80.55
6;0.00001;0.000001;0.0;Test.Set;70.66
6;0.000001;0.1;-8.0;Train.Set;69.89
6;0.000001;0.1;-8.0;Test.Set;66.83
6;0.000001;0.1;-4.0;Train.Set;71.53
6;0.000001;0.1;-4.0;Test.Set;67.99
6;0.000001;0.1;-2.0;Train.Set;71.75
6;0.000001;0.1;-2.0;Test.Set;68.15
6;0.000001;0.1;0.0;Train.Set;71.10
6;0.000001;0.1;0.0;Test.Set;67.29
6;0.000001;0.01;-8.0;Train.Set;77.75
6;0.000001;0.01;-8.0;Test.Set;70.71
6;0.000001;0.01;-4.0;Train.Set;79.11
6;0.000001;0.01;-4.0;Test.Set;71.32
6;0.000001;0.01;-2.0;Train.Set;79.12
6;0.000001;0.01;-2.0;Test.Set;71.03
6;0.000001;0.01;0.0;Train.Set;78.63
6;0.000001;0.01;0.0;Test.Set;70.02
6;0.000001;0.001;-8.0;Train.Set;78.88
6;0.000001;0.001;-8.0;Test.Set;71.10
6;0.000001;0.001;-4.0;Train.Set;80.20
6;0.000001;0.001;-4.0;Test.Set;71.78
6;0.000001;0.001;-2.0;Train.Set;80.34
6;0.000001;0.001;-2.0;Test.Set;71.49
6;0.000001;0.001;0.0;Train.Set;80.00
6;0.000001;0.001;0.0;Test.Set;70.54
6;0.000001;0.0001;-8.0;Train.Set;79.48
6;0.000001;0.0001;-8.0;Test.Set;71.18
6;0.000001;0.0001;-4.0;Train.Set;80.83
6;0.000001;0.0001;-4.0;Test.Set;71.83
6;0.000001;0.0001;-2.0;Train.Set;81.03
6;0.000001;0.0001;-2.0;Test.Set;71.56
6;0.000001;0.0001;0.0;Train.Set;80.70
6;0.000001;0.0001;0.0;Test.Set;70.61
6;0.000001;0.00001;-8.0;Train.Set;79.52
6;0.000001;0.00001;-8.0;Test.Set;71.15
6;0.000001;0.00001;-4.0;Train.Set;80.84
6;0.000001;0.00001;-4.0;Test.Set;71.81
6;0.000001;0.00001;-2.0;Train.Set;81.04
6;0.000001;0.00001;-2.0;Test.Set;71.56
6;0.000001;0.00001;0.0;Train.Set;80.72
6;0.000001;0.00001;0.0;Test.Set;70.62
6;0.000001;0.000001;-8.0;Train.Set;80.67
6;0.000001;0.000001;-8.0;Test.Set;71.57
6;0.000001;0.000001;-4.0;Train.Set;81.97
6;0.000001;0.000001;-4.0;Test.Set;72.13
6;0.000001;0.000001;-2.0;Train.Set;82.23
6;0.000001;0.000001;-2.0;Test.Set;71.80
6;0.000001;0.000001;0.0;Train.Set;82.04
6;0.000001;0.000001;0.0;Test.Set;70.77
7;0.1;0.1;-8.0;Train.Set;70.61
7;0.1;0.1;-8.0;Test.Set;67.33
7;0.1;0.1;-4.0;Train.Set;72.04
7;0.1;0.1;-4.0;Test.Set;68.57
7;0.1;0.1;-2.0;Train.Set;72.33
7;0.1;0.1;-2.0;Test.Set;68.50
7;0.1;0.1;0.0;Train.Set;71.71
7;0.1;0.1;0.0;Test.Set;67.65
7;0.1;0.01;-8.0;Train.Set;77.22
7;0.1;0.01;-8.0;Test.Set;70.88
7;0.1;0.01;-4.0;Train.Set;78.43
7;0.1;0.01;-4.0;Test.Set;71.47
7;0.1;0.01;-2.0;Train.Set;78.53
7;0.1;0.01;-2.0;Test.Set;71.17
7;0.1;0.01;0.0;Train.Set;78.02
7;0.1;0.01;0.0;Test.Set;70.18
7;0.1;0.001;-8.0;Train.Set;77.69
7;0.1;0.001;-8.0;Test.Set;70.96
7;0.1;0.001;-4.0;Train.Set;78.85
7;0.1;0.001;-4.0;Test.Set;71.63
7;0.1;0.001;-2.0;Train.Set;78.91
7;0.1;0.001;-2.0;Test.Set;71.22
7;0.1;0.001;0.0;Train.Set;78.46
7;0.1;0.001;0.0;Test.Set;70.10
7;0.1;0.0001;-8.0;Train.Set;78.10
7;0.1;0.0001;-8.0;Test.Set;71.30
7;0.1;0.0001;-4.0;Train.Set;79.30
7;0.1;0.0001;-4.0;Test.Set;71.89
7;0.1;0.0001;-2.0;Train.Set;79.49
7;0.1;0.0001;-2.0;Test.Set;71.52
7;0.1;0.0001;0.0;Train.Set;79.14
7;0.1;0.0001;0.0;Test.Set;70.52
7;0.1;0.00001;-8.0;Train.Set;78.07
7;0.1;0.00001;-8.0;Test.Set;71.26
7;0.1;0.00001;-4.0;Train.Set;79.29
7;0.1;0.00001;-4.0;Test.Set;71.84
7;0.1;0.00001;-2.0;Train.Set;79.42
7;0.1;0.00001;-2.0;Test.Set;71.47
7;0.1;0.00001;0.0;Train.Set;79.05
7;0.1;0.00001;0.0;Test.Set;70.54
7;0.1;0.000001;-8.0;Train.Set;78.11
7;0.1;0.000001;-8.0;Test.Set;71.33
7;0.1;0.000001;-4.0;Train.Set;79.28
7;0.1;0.000001;-4.0;Test.Set;71.90
7;0.1;0.000001;-2.0;Train.Set;79.43
7;0.1;0.000001;-2.0;Test.Set;71.60
7;0.1;0.000001;0.0;Train.Set;79.03
7;0.1;0.000001;0.0;Test.Set;70.59
7;0.01;0.1;-8.0;Train.Set;70.62
7;0.01;0.1;-8.0;Test.Set;67.59
7;0.01;0.1;-4.0;Train.Set;72.17
7;0.01;0.1;-4.0;Test.Set;68.79
7;0.01;0.1;-2.0;Train.Set;72.43
7;0.01;0.1;-2.0;Test.Set;68.85
7;0.01;0.1;0.0;Train.Set;71.68
7;0.01;0.1;0.0;Test.Set;68.06
7;0.01;0.01;-8.0;Train.Set;77.76
7;0.01;0.01;-8.0;Test.Set;70.91
7;0.01;0.01;-4.0;Train.Set;79.20
7;0.01;0.01;-4.0;Test.Set;71.56
7;0.01;0.01;-2.0;Train.Set;79.29
7;0.01;0.01;-2.0;Test.Set;71.36
7;0.01;0.01;0.0;Train.Set;78.86
7;0.01;0.01;0.0;Test.Set;70.55
7;0.01;0.001;-8.0;Train.Set;79.84
7;0.01;0.001;-8.0;Test.Set;71.40
7;0.01;0.001;-4.0;Train.Set;81.09
7;0.01;0.001;-4.0;Test.Set;71.86
7;0.01;0.001;-2.0;Train.Set;81.29
7;0.01;0.001;-2.0;Test.Set;71.64
7;0.01;0.001;0.0;Train.Set;80.94
7;0.01;0.001;0.0;Test.Set;70.68
7;0.01;0.0001;-8.0;Train.Set;81.29
7;0.01;0.0001;-8.0;Test.Set;71.56
7;0.01;0.0001;-4.0;Train.Set;82.51
7;0.01;0.0001;-4.0;Test.Set;71.94
