Feature.Type;Context;INSWORD;Evaluation.Set;Acc
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Train.Subset;72.65
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Test.Set;64.99
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Train.Subset;68.68
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Test.Set;60.32
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Train.Subset;57.99
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Test.Set;54.01
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Train.Subset;67.85
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Test.Set;62.85
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Train.Subset;72.75
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Test.Set;66.79
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Train.Subset;74.30
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Test.Set;67.97
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Train.Subset;74.64
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Test.Set;67.94
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Train.Subset;74.08
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Test.Set;67.02
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Train.Subset;72.36
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Test.Set;64.75
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Train.Subset;68.58
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Test.Set;60.51
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Train.Subset;57.74
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Test.Set;53.55
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Train.Subset;67.85
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Test.Set;62.46
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Train.Subset;72.77
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Test.Set;66.58
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Train.Subset;74.31
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Test.Set;67.78
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Train.Subset;74.49
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Test.Set;67.64
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Train.Subset;74.09
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Test.Set;66.71
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Train.Subset;72.38
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Test.Set;64.19
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Train.Subset;68.27
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Test.Set;59.60
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Train.Subset;58.11
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Test.Set;53.88
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Train.Subset;68.51
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Test.Set;62.56
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Train.Subset;73.40
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Test.Set;66.68
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Train.Subset;75.22
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Test.Set;67.65
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Train.Subset;75.38
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Test.Set;67.53
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Train.Subset;74.93
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Test.Set;66.65
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Train.Subset;73.25
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Test.Set;64.47
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Train.Subset;69.44
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Test.Set;60.03
FBK;0;-32.0;Train.Subset;50.64
FBK;0;-32.0;Test.Set;49.07
FBK;0;-16.0;Train.Subset;60.54
FBK;0;-16.0;Test.Set;58.75
FBK;0;-8.0;Train.Subset;65.16
FBK;0;-8.0;Test.Set;62.98
FBK;0;-4.0;Train.Subset;65.69
FBK;0;-4.0;Test.Set;63.44
FBK;0;-2.0;Train.Subset;64.74
FBK;0;-2.0;Test.Set;62.35
FBK;0;0.0;Train.Subset;62.60
FBK;0;0.0;Test.Set;59.88
FBK;0;2.0;Train.Subset;58.32
FBK;0;2.0;Test.Set;55.10
FBK;0;4.0;Train.Subset;50.35
FBK;0;4.0;Test.Set;46.98
FBK;-1,0,1;-32.0;Train.Subset;55.64
FBK;-1,0,1;-32.0;Test.Set;53.09
FBK;-1,0,1;-16.0;Train.Subset;65.88
FBK;-1,0,1;-16.0;Test.Set;62.54
FBK;-1,0,1;-8.0;Train.Subset;70.12
FBK;-1,0,1;-8.0;Test.Set;66.59
FBK;-1,0,1;-4.0;Train.Subset;71.14
FBK;-1,0,1;-4.0;Test.Set;67.22
FBK;-1,0,1;-2.0;Train.Subset;70.73
FBK;-1,0,1;-2.0;Test.Set;66.68
FBK;-1,0,1;0.0;Train.Subset;69.30
FBK;-1,0,1;0.0;Test.Set;65.15
FBK;-1,0,1;2.0;Train.Subset;66.75
FBK;-1,0,1;2.0;Test.Set;62.09
FBK;-1,0,1;4.0;Train.Subset;61.41
FBK;-1,0,1;4.0;Test.Set;56.74
FBK;-2,-1,0,1,2;-32.0;Train.Subset;56.45
FBK;-2,-1,0,1,2;-32.0;Test.Set;53.43
FBK;-2,-1,0,1,2;-16.0;Train.Subset;66.79
FBK;-2,-1,0,1,2;-16.0;Test.Set;62.96
FBK;-2,-1,0,1,2;-8.0;Train.Subset;70.88
FBK;-2,-1,0,1,2;-8.0;Test.Set;67.06
FBK;-2,-1,0,1,2;-4.0;Train.Subset;72.00
FBK;-2,-1,0,1,2;-4.0;Test.Set;67.79
FBK;-2,-1,0,1,2;-2.0;Train.Subset;71.95
FBK;-2,-1,0,1,2;-2.0;Test.Set;67.45
FBK;-2,-1,0,1,2;0.0;Train.Subset;70.96
FBK;-2,-1,0,1,2;0.0;Test.Set;66.15
FBK;-2,-1,0,1,2;2.0;Train.Subset;68.71
FBK;-2,-1,0,1,2;2.0;Test.Set;63.60
FBK;-2,-1,0,1,2;4.0;Train.Subset;64.48
FBK;-2,-1,0,1,2;4.0;Test.Set;59.08
FBK;-3,-2,-1,0,1,2,3;-32.0;Train.Subset;56.53
FBK;-3,-2,-1,0,1,2,3;-32.0;Test.Set;53.42
FBK;-3,-2,-1,0,1,2,3;-16.0;Train.Subset;66.62
FBK;-3,-2,-1,0,1,2,3;-16.0;Test.Set;62.82
FBK;-3,-2,-1,0,1,2,3;-8.0;Train.Subset;70.98
FBK;-3,-2,-1,0,1,2,3;-8.0;Test.Set;66.65
FBK;-3,-2,-1,0,1,2,3;-4.0;Train.Subset;72.19
FBK;-3,-2,-1,0,1,2,3;-4.0;Test.Set;67.61
FBK;-3,-2,-1,0,1,2,3;-2.0;Train.Subset;72.17
FBK;-3,-2,-1,0,1,2,3;-2.0;Test.Set;67.38
FBK;-3,-2,-1,0,1,2,3;0.0;Train.Subset;71.46
FBK;-3,-2,-1,0,1,2,3;0.0;Test.Set;66.43
FBK;-3,-2,-1,0,1,2,3;2.0;Train.Subset;69.64
FBK;-3,-2,-1,0,1,2,3;2.0;Test.Set;64.34
FBK;-3,-2,-1,0,1,2,3;4.0;Train.Subset;65.95
FBK;-3,-2,-1,0,1,2,3;4.0;Test.Set;60.06
FBK;-4,-3,-2,-1,0,1,2,3,4;-32.0;Train.Subset;55.16
FBK;-4,-3,-2,-1,0,1,2,3,4;-32.0;Test.Set;52.48
FBK;-4,-3,-2,-1,0,1,2,3,4;-16.0;Train.Subset;65.59
FBK;-4,-3,-2,-1,0,1,2,3,4;-16.0;Test.Set;62.03
FBK;-4,-3,-2,-1,0,1,2,3,4;-8.0;Train.Subset;70.08
FBK;-4,-3,-2,-1,0,1,2,3,4;-8.0;Test.Set;66.12
FBK;-4,-3,-2,-1,0,1,2,3,4;-4.0;Train.Subset;71.24
FBK;-4,-3,-2,-1,0,1,2,3,4;-4.0;Test.Set;67.09
FBK;-4,-3,-2,-1,0,1,2,3,4;-2.0;Train.Subset;71.14
FBK;-4,-3,-2,-1,0,1,2,3,4;-2.0;Test.Set;66.74
FBK;-4,-3,-2,-1,0,1,2,3,4;0.0;Train.Subset;70.53
FBK;-4,-3,-2,-1,0,1,2,3,4;0.0;Test.Set;65.67
FBK;-4,-3,-2,-1,0,1,2,3,4;2.0;Train.Subset;68.54
FBK;-4,-3,-2,-1,0,1,2,3,4;2.0;Test.Set;63.30
FBK;-4,-3,-2,-1,0,1,2,3,4;4.0;Train.Subset;64.25
FBK;-4,-3,-2,-1,0,1,2,3,4;4.0;Test.Set;58.59
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-32.0;Train.Subset;55.76
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-32.0;Test.Set;52.75
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-16.0;Train.Subset;65.96
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-16.0;Test.Set;62.24
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-8.0;Train.Subset;70.51
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-8.0;Test.Set;66.26
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-4.0;Train.Subset;71.88
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-4.0;Test.Set;67.37
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-2.0;Train.Subset;72.06
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;-2.0;Test.Set;67.27
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;0.0;Train.Subset;71.26
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;0.0;Test.Set;66.33
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;2.0;Train.Subset;69.47
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;2.0;Test.Set;64.17
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;4.0;Train.Subset;65.65
FBK;-5,-4,-3,-2,-1,0,1,2,3,4,5;4.0;Test.Set;59.76
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-32.0;Train.Subset;55.98
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-32.0;Test.Set;52.81
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-16.0;Train.Subset;66.39
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-16.0;Test.Set;62.30
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-8.0;Train.Subset;70.94
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-8.0;Test.Set;66.46
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-4.0;Train.Subset;72.18
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-4.0;Test.Set;67.51
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-2.0;Train.Subset;72.19
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-2.0;Test.Set;67.37
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;0.0;Train.Subset;71.64
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;0.0;Test.Set;66.36
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;2.0;Train.Subset;69.96
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;2.0;Test.Set;64.05
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;4.0;Train.Subset;65.91
FBK;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;4.0;Test.Set;59.52
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-32.0;Train.Subset;57.44
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-32.0;Test.Set;53.72
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-16.0;Train.Subset;68.01
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-16.0;Test.Set;62.85
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-8.0;Train.Subset;72.46
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-8.0;Test.Set;66.88
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-4.0;Train.Subset;73.71
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-4.0;Test.Set;67.96
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-2.0;Train.Subset;73.91
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-2.0;Test.Set;67.88
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;0.0;Train.Subset;73.41
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;0.0;Test.Set;66.96
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Train.Subset;71.74
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Test.Set;64.72
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Train.Subset;68.14
FBK;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Test.Set;60.71
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Train.Subset;55.71
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Test.Set;52.23
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Train.Subset;66.19
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Test.Set;61.71
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Train.Subset;70.72
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Test.Set;65.90
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Train.Subset;72.21
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Test.Set;66.94
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Train.Subset;72.20
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Test.Set;66.79
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Train.Subset;71.54
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Test.Set;65.83
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Train.Subset;69.81
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Test.Set;63.67
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Train.Subset;65.95
FBK;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Test.Set;59.28
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Train.Subset;56.79
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Test.Set;52.93
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Train.Subset;67.22
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Test.Set;62.36
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Train.Subset;71.80
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Test.Set;66.27
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Train.Subset;73.16
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Test.Set;67.26
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Train.Subset;73.30
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Test.Set;67.07
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Train.Subset;72.78
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Test.Set;66.17
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Train.Subset;70.99
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Test.Set;64.02
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Train.Subset;67.30
FBK;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Test.Set;59.80
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Train.Subset;56.09
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Test.Set;52.60
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Train.Subset;66.54
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Test.Set;61.84
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Train.Subset;71.17
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Test.Set;66.12
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Train.Subset;72.63
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Test.Set;67.18
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Train.Subset;72.68
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Test.Set;67.14
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Train.Subset;72.11
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Test.Set;66.17
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Train.Subset;70.47
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Test.Set;63.99
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Train.Subset;66.59
FBK;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Test.Set;59.52
